Response ID,Time Started,Date Submitted,Status,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, were $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,Score,What have you learned about teamwork from school?,What have you learned about leadership from school?,What do you know about managing money?,Quiz Score
5263,10/24/2014 13:47,10/24/2014 14:01,Complete,United States,Cookeville,TN,38506,baxter,Tennessee,6,,Male,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Decide how the product will look.,All of the above.,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,,"teamwork is important because, without different people you don't know how customers react to the product and it would be harder to make.",It is important to have a strong leader to calm down people take in good ideas.,it is important to make a profit so you earn money.,72
5264,10/24/2014 13:47,10/24/2014 14:06,Complete,United States,Cookeville,TN,38506,baxter,Tennessee,6,,Male,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Revenue.,All of the above.,Decide how the product will look.,All of the above.,4,5,4,3,5,4,4,4,4,5,4,4,5,4,5,4,,everybody has to try to agree on a decision  for things to either get done or move faster,that people will disagree and sometimes you must make a compromise ,it involes lots of decimals and precision or else you'll lose lots of money,72
5265,10/24/2014 13:47,10/24/2014 13:55,Complete,United States,Cookeville,TN,38506,Baxter,Tennessee,6,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Capital.,Help increase sales of your product.,Make the product quickly and with limited waste.,All of the above.,5,4,4,5,5,4,3,5,5,5,5,5,5,4,5,5,,it is important.,nothing.,That it is important to have enough money to meet your needs and wants.,81
5266,10/24/2014 13:47,10/24/2014 14:13,Complete,United States,Cookeville,TN,38506,Baxter,Tennessee,6,,Male,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,3,5,3,5,4,1,5,5,3,1,3,4,5,4,5,,that you all have to agree,you have to set an example for others,that it is not good everyone asks for it & take it,63
5267,10/24/2014 13:52,10/24/2014 14:11,Complete,United States,Long Beach,CA,90802,pomona,California,6,,Female,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,4,2,5,5,3,5,4,5,5,5,4,3,5,5,5,5,,you can get a lot more work done when you work in a team,you have to be good at it yourself before you can lead others,you have to spent a littel money but make a lot more,81
5269,10/24/2014 13:55,10/24/2014 14:06,Complete,United States,Long Beach,CA,90802,P,California,6,,Female,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,All of the above.,5,4,4,4,4,4,5,4,3,5,4,3,4,3,2,4,,I have learned that working with others gets something done faster.,I have learned that in order to be a leader you need someone to lead you.,I know that in order to count or mange money you have to be good in math or anything to do with it.,45
5270,10/25/2014 3:44,10/25/2014 3:52,Complete,Vietnam,Hanoi,44,,vienna,Virginia,4,,Male,Asian/Pacific Islander,It earned the most revenue during sales,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Rent - Interest = Profit (or Loss),Revenue.,Make sure your company has the best commercial.,Sell the product to your customers.,How popular the item/style might be.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,non,non,non,45
5272,10/25/2014 16:46,10/25/2014 17:02,Complete,United States,Raleigh,NC,27601,San Mateo County,California,7,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Decide how the product will look.,All of the above.,5,4,5,4,5,4,5,5,3,5,5,5,4,5,4,5,,Teamwork is very important because if you do something without all of your other group members knowing then you will stop working together and your group will fall into cause.,I havelearnd that sometimes you need to step up and lead and the other half the time you have to follow a different leader and learning how to following someone is sometimes more important then learning how to lead.,you never want to spend more then you have you want to make a profit,90
5273,10/25/2014 16:51,10/25/2014 17:12,Complete,United States,Raleigh,NC,27601,Belmont,California,3,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Give the bank shares of stock.,$8 ,A promise to repay the loan plus interest.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Cash on hand.,All of the above.,Make the product quickly and with limited waste.,All of the above.,3,1,4,3,4,5,3,3,5,3,4,2,3,5,4,5,,before we do something we should talk about how we should do it because if we mess up we can't redo it,deciding on what everyone should do and not arguing on what everyone should do and having everyone a part of something,it is easy because i have already been selling cookies and i earned over $100,63
5274,10/25/2014 17:03,10/25/2014 17:16,Complete,United States,Raleigh,NC,27601,Palo Alto,California,6,,Male,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,All of the above.,4,2,3,4,4,4,2,3,3,4,4,3,4,4,4,4,,Nothing, Nothing, Nothing,81
5278,10/28/2014 10:06,10/28/2014 10:19,Complete,United States,Spruce Pine,NC,28777,Salisbury,North Carolina,4,,Male,Other/Multi-Racial,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Revenue.,All of the above.,Decide how the product will look.,All of the above.,5,5,4,5,5,4,4,5,5,5,4,4,5,5,5,4,,I have learned that you need to listen and be honest about what your going to say.,I have learned that you should keep everyone on task.,I think you want the money fast,36
5279,10/28/2014 10:06,10/28/2014 10:21,Complete,United States,Spruce Pine,NC,28777,Salisbury,North Carolina,4,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,All of the above.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Revenue.,Make sure your company has the best commercial.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,5,4,4,5,5,4,4,4,5,5,5,4,5,5,5,,That teamwork is very important and it helps you to learn better.,That you need to have good leadership and be nice to others.,I don't know anything about managing,36
5280,10/28/2014 10:06,10/28/2014 10:35,Complete,United States,Spruce Pine,NC,28777,Salisbury,North Carolina,4,,Male,Caucasian,It earned the most revenue during sales,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You will be able to calculate your company's profits.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Revenue.,Help increase sales of your product.,Promote the product to your customers.,The amount of time it took to make the product.,5,4,5,4,4,5,5,3,5,5,5,4,4,5,3,4,,Always listen to ther ideas ,Always whatch if your group is on task ,To always be working,27
5282,10/28/2014 10:06,10/28/2014 10:19,Complete,United States,Spruce Pine,NC,28777,Salisbury,North Carolina,4,,Female,Caucasian,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Revenue.,All of the above.,Decide how the product will look.,How popular the item/style might be.,5,5,4,4,4,4,4,5,4,5,5,4,5,5,4,5,,That if you use teamwork it will make your work stronger and better.,I havr learned that if you are a good leader you will not boss people around and you will have to help other people with what they are doing.,I don't know anything about managing money?,36
5283,10/28/2014 10:06,10/28/2014 10:27,Complete,United States,Spruce Pine,NC,28777,Salisbury,North Carolina,4,,Male,Caucasian,It sold all its products,Just repay balance of the loan.,$8 ,A portion of company products and services.,All of the above.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Sell the product to your customers.,All of the above.,4,4,3,5,1,3,3,2,4,5,5,3,4,3,5,4,,Multiplication and division. Also computer programming.,You have to keep everyone on task,You have to dicide on a good price ,18
